box_id,trip_id,service_id,model_id,drone_id,delivery_complete_s,expected_s,hard_deadline_s,first_deadline_s,is_first_batch,is_medical,priority,tardiness_s,hard_slack_s,weight_kg,volume_m3
S007-FOD-01,Q3-T-006,S007,B,U06,1125.7776994901417,7200.0,,,False,False,10,0.0,,8.0,0.028
S007-HYG-01,Q3-T-005,S007,B,U05,1065.7776994901417,10800.0,,,False,False,8,0.0,,6.0,0.035
S007-MED-01,Q3-T-006,S007,B,U06,1065.7776994901417,3600.0,3600.0,3600.0,True,True,24,0.0,2534.2223005098585,3.0,0.012
S007-WAT-01,Q3-T-005,S007,B,U05,1035.7776994901417,3600.0,3600.0,3600.0,True,False,12,0.0,2564.2223005098585,14.0,0.027
S007-WAT-02,Q3-T-006,S007,B,U06,1095.7776994901417,3600.0,,,False,False,12,0.0,,14.0,0.027
S008-FOD-01,Q3-T-023,S008,A,U04,5596.363573528526,10800.0,,,False,False,8,0.0,,8.0,0.028
S008-HYG-01,Q3-T-018,S008,A,U03,4953.5548141270665,14400.0,,,False,False,6,0.0,,6.0,0.035
S008-MED-01,Q3-T-018,S008,A,U03,4923.5548141270665,7200.0,7200.0,7200.0,True,True,20,0.0,2276.4451858729335,3.0,0.012
S008-WAT-01,Q3-T-023,S008,A,U04,5566.363573528526,7200.0,7200.0,7200.0,True,False,10,0.0,1633.636426471474,14.0,0.027
S008-WAT-02,Q3-T-019,S008,B,U06,4942.106767266771,7200.0,,,False,False,10,0.0,,14.0,0.027
S009-FOD-01,Q3-T-021,S009,B,U05,4927.748051600321,14400.0,,,False,False,6,0.0,,8.0,0.028
S009-MED-01,Q3-T-021,S009,B,U05,4867.748051600321,10800.0,10800.0,10800.0,True,True,16,0.0,5932.251948399679,3.0,0.012
S009-WAT-01,Q3-T-021,S009,B,U05,4897.748051600321,10800.0,10800.0,10800.0,True,False,8,0.0,5902.251948399679,14.0,0.027
S010-FOD-01,Q3-T-010,S010,A,U03,2732.782201150687,7200.0,,,False,False,10,0.0,,8.0,0.028
S010-MED-01,Q3-T-001,S010,A,U01,1104.968030442988,3600.0,3600.0,3600.0,True,True,24,0.0,2495.031969557012,3.0,0.012
S010-WAT-01,Q3-T-001,S010,A,U01,1134.968030442988,3600.0,3600.0,3600.0,True,False,12,0.0,2465.031969557012,14.0,0.027
S011-FOD-01,Q3-T-017,S011,A,U02,3813.0575933640844,14400.0,,,False,False,6,0.0,,8.0,0.028
S011-MED-01,Q3-T-018,S011,A,U03,4175.875038255948,10800.0,10800.0,10800.0,True,True,16,0.0,6624.124961744052,3.0,0.012
S011-WAT-01,Q3-T-026,S011,B,U05,6181.775820928946,10800.0,10800.0,10800.0,True,False,8,0.0,4618.224179071054,14.0,0.027
S012-FOD-01,Q3-T-008,S012,C,U08,1721.9880896797995,7200.0,,,False,False,10,0.0,,8.0,0.028
S012-MED-01,Q3-T-008,S012,C,U08,1685.9880896797995,7200.0,3600.0,3600.0,True,True,22,0.0,1914.0119103202005,3.0,0.012
S012-WAT-01,Q3-T-008,S012,C,U08,1649.9880896797995,3600.0,3600.0,3600.0,True,False,12,0.0,1950.0119103202005,14.0,0.027
S013-FOD-01,Q3-T-015,S013,A,U04,3192.8058121147883,7200.0,,,False,False,10,0.0,,8.0,0.028
S013-MED-01,Q3-T-001,S013,A,U01,1541.6290185067037,3600.0,3600.0,3600.0,True,True,24,0.0,2058.3709814932963,3.0,0.012
S013-WAT-01,Q3-T-015,S013,A,U04,3162.8058121147883,3600.0,3600.0,3600.0,True,False,12,0.0,437.1941878852117,14.0,0.027
S014-FOD-01,Q3-T-012,S014,B,U05,2818.710273837757,7200.0,,,False,False,10,0.0,,8.0,0.028
S014-MED-01,Q3-T-012,S014,B,U05,2788.710273837757,7200.0,3600.0,3600.0,True,True,22,0.0,811.2897261622429,3.0,0.012
S014-WAT-01,Q3-T-012,S014,B,U05,2758.710273837757,3600.0,3600.0,3600.0,True,False,12,0.0,841.2897261622429,14.0,0.027
S015-FOD-01,Q3-T-024,S015,A,U02,5721.702396938054,14400.0,,,False,False,6,0.0,,8.0,0.028
S015-MED-01,Q3-T-020,S015,A,U01,5591.24033141265,7200.0,7200.0,7200.0,True,True,18,0.0,1608.7596685873496,3.0,0.012
S015-WAT-01,Q3-T-024,S015,A,U02,5691.702396938054,10800.0,10800.0,10800.0,True,False,8,0.0,5108.297603061946,14.0,0.027
