box_id,trip_id,service_id,model_id,drone_id,delivery_complete_s,expected_s,hard_deadline_s,first_deadline_s,is_first_batch,is_medical,priority,tardiness_s,hard_slack_s,weight_kg,volume_m3
S003-MED-01,Q2-011,S003,B,U06,5070.3548653297585,7200.0,7200.0,7200.0,True,True,20,0.0,2129.6451346702415,3.0,0.012
S003-WAT-01,Q2-011,S003,B,U06,5100.3548653297585,7200.0,7200.0,7200.0,True,False,10,0.0,2099.6451346702415,14.0,0.027
S003-WAT-02,Q2-018,S003,C,U08,9385.983312397857,7200.0,,,False,False,10,2185.983312397857,,14.0,0.027
S003-WAT-03,Q2-018,S003,C,U08,9421.983312397857,7200.0,,,False,False,10,2221.983312397857,,14.0,0.027
S003-WAT-04,Q2-018,S003,C,U08,9457.983312397857,7200.0,,,False,False,10,2257.983312397857,,14.0,0.027
S004-FOD-01,Q2-007,S004,C,U07,3455.0648035714926,10800.0,,,False,False,8,0.0,,8.0,0.028
S004-HYG-01,Q2-007,S004,C,U07,3491.0648035714926,14400.0,,,False,False,6,0.0,,6.0,0.035
S004-MED-01,Q2-007,S004,C,U07,3311.0648035714926,7200.0,7200.0,7200.0,True,True,20,0.0,3888.9351964285074,3.0,0.012
S004-WAT-01,Q2-007,S004,C,U07,3347.0648035714926,7200.0,7200.0,7200.0,True,False,10,0.0,3852.9351964285074,14.0,0.027
S004-WAT-02,Q2-007,S004,C,U07,3383.0648035714926,7200.0,,,False,False,10,0.0,,14.0,0.027
S004-WAT-03,Q2-007,S004,C,U07,3419.0648035714926,7200.0,,,False,False,10,0.0,,14.0,0.027
S005-FOD-01,Q2-012,S005,C,U07,5545.853412075984,14400.0,,,False,False,6,0.0,,8.0,0.028
S005-HYG-01,Q2-012,S005,C,U07,5581.853412075984,18000.0,,,False,False,4,0.0,,6.0,0.035
S005-MED-01,Q2-012,S005,C,U07,5401.853412075984,10800.0,10800.0,10800.0,True,True,16,0.0,5398.146587924016,3.0,0.012
S005-WAT-01,Q2-012,S005,C,U07,5437.853412075984,10800.0,10800.0,10800.0,True,False,8,0.0,5362.146587924016,14.0,0.027
S005-WAT-02,Q2-012,S005,C,U07,5473.853412075984,10800.0,,,False,False,8,0.0,,14.0,0.027
S005-WAT-03,Q2-012,S005,C,U07,5509.853412075984,10800.0,,,False,False,8,0.0,,14.0,0.027
S006-FOD-01,Q2-005,S006,C,U08,2865.591011309997,7200.0,,,False,False,10,0.0,,8.0,0.028
S006-HYG-01,Q2-005,S006,C,U08,2901.591011309997,10800.0,,,False,False,8,0.0,,6.0,0.035
S006-MED-01,Q2-005,S006,C,U08,2721.591011309997,3600.0,3600.0,3600.0,True,True,24,0.0,878.4089886900028,3.0,0.012
S006-WAT-01,Q2-005,S006,C,U08,2757.591011309997,3600.0,3600.0,3600.0,True,False,12,0.0,842.4089886900028,14.0,0.027
S006-WAT-02,Q2-005,S006,C,U08,2793.591011309997,3600.0,,,False,False,12,0.0,,14.0,0.027
S006-WAT-03,Q2-005,S006,C,U08,2829.591011309997,3600.0,,,False,False,12,0.0,,14.0,0.027
S007-FOD-01,Q2-003,S007,C,U07,1311.7432286649462,7200.0,,,False,False,10,0.0,,8.0,0.028
S007-HYG-01,Q2-003,S007,C,U07,1347.7432286649462,10800.0,,,False,False,8,0.0,,6.0,0.035
S007-MED-01,Q2-003,S007,C,U07,1203.7432286649462,3600.0,3600.0,3600.0,True,True,24,0.0,2396.2567713350536,3.0,0.012
S007-WAT-01,Q2-003,S007,C,U07,1239.7432286649462,3600.0,3600.0,3600.0,True,False,12,0.0,2360.2567713350536,14.0,0.027
S007-WAT-02,Q2-003,S007,C,U07,1275.7432286649462,3600.0,,,False,False,12,0.0,,14.0,0.027
S008-FOD-01,Q2-009,S008,C,U08,4798.547192525974,10800.0,,,False,False,8,0.0,,8.0,0.028
S008-HYG-01,Q2-009,S008,C,U08,4834.547192525974,14400.0,,,False,False,6,0.0,,6.0,0.035
S008-MED-01,Q2-009,S008,C,U08,4690.547192525974,7200.0,7200.0,7200.0,True,True,20,0.0,2509.4528074740256,3.0,0.012
S008-WAT-01,Q2-009,S008,C,U08,4726.547192525974,7200.0,7200.0,7200.0,True,False,10,0.0,2473.4528074740256,14.0,0.027
S008-WAT-02,Q2-009,S008,C,U08,4762.547192525974,7200.0,,,False,False,10,0.0,,14.0,0.027
S009-FOD-01,Q2-015,S009,B,U06,6953.4540503124945,14400.0,,,False,False,6,0.0,,8.0,0.028
S009-MED-01,Q2-015,S009,B,U06,6893.4540503124945,10800.0,10800.0,10800.0,True,True,16,0.0,3906.5459496875055,3.0,0.012
S009-WAT-01,Q2-015,S009,B,U06,6923.4540503124945,10800.0,10800.0,10800.0,True,False,8,0.0,3876.5459496875055,14.0,0.027
S010-FOD-01,Q2-008,S010,B,U05,3007.966800326347,7200.0,,,False,False,10,0.0,,8.0,0.028
S010-MED-01,Q2-008,S010,B,U05,2947.966800326347,3600.0,3600.0,3600.0,True,True,24,0.0,652.0331996736531,3.0,0.012
S010-WAT-01,Q2-008,S010,B,U05,2977.966800326347,3600.0,3600.0,3600.0,True,False,12,0.0,622.0331996736531,14.0,0.027
S011-FOD-01,Q2-017,S011,B,U05,7723.265781888578,14400.0,,,False,False,6,0.0,,8.0,0.028
S011-MED-01,Q2-017,S011,B,U05,7663.265781888578,10800.0,10800.0,10800.0,True,True,16,0.0,3136.734218111422,3.0,0.012
S011-WAT-01,Q2-017,S011,B,U05,7693.265781888578,10800.0,10800.0,10800.0,True,False,8,0.0,3106.734218111422,14.0,0.027
S012-FOD-01,Q2-001,S012,B,U05,1271.3001753720457,7200.0,,,False,False,10,0.0,,8.0,0.028
S012-MED-01,Q2-001,S012,B,U05,1241.3001753720457,7200.0,3600.0,3600.0,True,True,22,0.0,2358.6998246279545,3.0,0.012
S012-WAT-01,Q2-001,S012,B,U05,1211.3001753720457,3600.0,3600.0,3600.0,True,False,12,0.0,2388.6998246279545,14.0,0.027
S013-FOD-01,Q2-010,S013,B,U05,4540.889412459645,7200.0,,,False,False,10,0.0,,8.0,0.028
S013-MED-01,Q2-010,S013,B,U05,4480.889412459645,3600.0,3600.0,3600.0,True,True,24,880.8894124596454,-880.8894124596454,3.0,0.012
S013-WAT-01,Q2-010,S013,B,U05,4510.889412459645,3600.0,3600.0,3600.0,True,False,12,910.8894124596454,-910.8894124596454,14.0,0.027
S014-FOD-01,Q2-002,S014,B,U06,1242.434874857474,7200.0,,,False,False,10,0.0,,8.0,0.028
S014-MED-01,Q2-002,S014,B,U06,1212.434874857474,7200.0,3600.0,3600.0,True,True,22,0.0,2387.565125142526,3.0,0.012
S014-WAT-01,Q2-002,S014,B,U06,1182.434874857474,3600.0,3600.0,3600.0,True,False,12,0.0,2417.565125142526,14.0,0.027
S015-FOD-01,Q2-013,S015,B,U05,6206.170560390846,14400.0,,,False,False,6,0.0,,8.0,0.028
S015-MED-01,Q2-013,S015,B,U05,6146.170560390846,7200.0,7200.0,7200.0,True,True,18,0.0,1053.8294396091542,3.0,0.012
S015-WAT-01,Q2-013,S015,B,U05,6176.170560390846,10800.0,10800.0,10800.0,True,False,8,0.0,4623.829439609154,14.0,0.027
